Gender ,Age,Title,School Type Level,What is the School location,School Category,State
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,11.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,40.0,Parent/guardian/sibling,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,23.0,Learner,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,19.0,Learner,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,21.0,Learner,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Unity
Male,27.0,Learner,Primary,Urban,IDP School,Unity
Male,15.0,Learner,Primary,Urban,IDP School,Unity
Female,18.0,Learner,Primary,Urban,IDP School,Unity
Male,36.0,Learner,Primary,Urban,IDP School,Unity
Male,14.0,Learner,Primary,Urban,IDP School,Unity
Male,18.0,Learner,Primary,Urban,IDP School,Unity
Male,25.0,Learner,Primary,Urban,IDP School,Unity
Male,16.0,Learner,Primary,Urban,IDP School,Unity
Female,14.0,Learner,Primary,Urban,IDP School,Unity
Male,14.0,Learner,Primary,Urban,IDP School,Unity
Male,17.0,Learner,Primary,Urban,IDP School,Unity
Male,52.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
,,,,,,Warrap
,,,,,,Unity
,,,,,,Lakes
Female,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,15.0,Learner,Primary,Rural,Non-IDP School,Warrap
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
Male,13.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,63.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Male,17.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,17.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,42.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Male,15.0,Learner,Primary,Rural,Non-IDP School,Warrap
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Western Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,19.0,Learner,Primary,Urban,Non-IDP School,Lakes
Female,16.0,Learner,Primary,Rural,Non-IDP School,Lakes
,,,,,,Lakes
Female,18.0,Learner,Primary,Urban,Non-IDP School,Lakes
,,,,,,Lakes
Female,19.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,21.0,Learner,Primary,Urban,Non-IDP School,Lakes
Male,22.0,Learner,Primary,Urban,Non-IDP School,Lakes
,,,,,,Lakes
Male,23.0,Learner,Primary,Urban,Non-IDP School,Lakes
,,,,,,Lakes
Male,18.0,Learner,Primary,Rural,Non-IDP School,Lakes
,,,,,,Lakes
Female,22.0,Learner,Primary,Rural,Non-IDP School,Lakes
,,,,,,Lakes
,,,,,,Lakes
Male,19.0,Learner,Primary,Urban,Non-IDP School,Lakes
,,,,,,Lakes
Male,36.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Male,34.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Female,14.0,Learner,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Male,22.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,19.0,Learner,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,18.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,49.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,34.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,36.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,37.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,42.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,53.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,36.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Male,29.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,18.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,19.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Male,31.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Male,27.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,18.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,20.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,25.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,18.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,15.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,14.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,27.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Male,22.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Female,22.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
,,,,,,Lakes
,,,,,,Lakes
,,,,,,Unity
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
,,,,,,Central Equatoria
Male,13.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Jonglei
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Female,18.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Unity
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Unity
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Female,21.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
Female,20.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
,,,,,,Warrap
Male,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,13.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,33.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
,,,,,,Jonglei
,,,,,,Jonglei
Female,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,20.0,Learner,Secondary,Rural,IDP School,Unity
Female,42.0,Parent/guardian/sibling,Secondary,Rural,IDP School,Unity
Female,22.0,Learner,Secondary,Rural,IDP School,Unity
Female,22.0,Learner,Secondary,Rural,IDP School,Unity
Male,23.0,Learner,Secondary,Rural,IDP School,Unity
Female,20.0,Learner,Secondary,Rural,IDP School,Unity
Female,24.0,Learner,Secondary,Rural,IDP School,Unity
Male,20.0,Learner,Secondary,Rural,IDP School,Unity
Male,22.0,Learner,Secondary,Rural,IDP School,Unity
Male,23.0,Learner,Secondary,Rural,IDP School,Unity
Female,21.0,Learner,Secondary,Rural,IDP School,Unity
Male,25.0,Learner,Secondary,Rural,IDP School,Unity
Male,21.0,Learner,Secondary,Rural,IDP School,Unity
Male,23.0,Learner,Secondary,Rural,IDP School,Unity
Male,19.0,Learner,Secondary,Rural,IDP School,Unity
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,26.0,Parent/guardian/sibling,Secondary,Rural,IDP School,Unity
Female,19.0,Learner,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,20.0,Learner,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
,,,,,,Lakes
Female,25.0,Parent/guardian/sibling,AES,Rural,IDP School,Unity
Male,55.0,Parent/guardian/sibling,Secondary,Rural,IDP School,Unity
Male,33.0,Teacher,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,18.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,15.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,12.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,25.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Upper Nile State
Male,52.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Upper Nile State
Female,18.0,Learner,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,19.0,Learner,Secondary,Rural,Non-IDP School,Northern Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
,,,,,,Unity
Female,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
,,,,,,Lakes
Male,28.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,21.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,46.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,39.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,53.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,61.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Female,41.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,42.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Female,43.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,25.0,Learner,Secondary,Urban,IDP School,Unity
Male,22.0,Learner,Secondary,Urban,IDP School,Unity
Male,27.0,Learner,Secondary,Urban,IDP School,Unity
Male,26.0,Learner,Secondary,Urban,IDP School,Unity
Male,22.0,Learner,Secondary,Urban,IDP School,Unity
Female,47.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Female,31.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Female,38.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Female,43.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Female,30.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Female,35.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Female,30.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Female,36.0,Parent/guardian/sibling,Secondary,Urban,IDP School,Unity
Male,17.0,Learner,Primary,Urban,IDP School,Unity
Female,17.0,Learner,Primary,Urban,IDP School,Unity
Female,15.0,Learner,Primary,Urban,IDP School,Unity
Male,14.0,Learner,Primary,Urban,IDP School,Unity
Male,20.0,Learner,Primary,Urban,IDP School,Unity
Female,39.0,Parent/guardian/sibling,Secondary,Rural,IDP School,Unity
Female,27.0,Parent/guardian/sibling,Secondary,Rural,IDP School,Unity
Male,26.0,Parent/guardian/sibling,Secondary,Rural,IDP School,Unity
Male,32.0,Parent/guardian/sibling,Secondary,Rural,IDP School,Unity
Male,15.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,18.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,15.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,19.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,15.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,9.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,18.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,16.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,14.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,19.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,47.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Female,50.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Male,48.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,37.0,Teacher,Primary,Rural,IDP School,Western Equatoria
Male,42.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Female,40.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Female,45.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Male,43.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Male,39.0,Parent/guardian/sibling,Primary,Rural,IDP School,Western Equatoria
Male,49.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Jonglei
Male,40.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,38.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,14.0,Learner,Primary,Rural,Non-IDP School,Lakes
Male,14.0,Learner,Primary,Rural,Non-IDP School,Lakes
Female,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Lakes
Male,21.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
Male,19.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,32.0,Teacher,Secondary,Urban,Non-IDP School,Western Equatoria
Male,38.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,10.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,45.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,50.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,36.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Western Equatoria
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,46.0,Teacher,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,38.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,32.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,35.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,36.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,33.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,32.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,40.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,19.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,52.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,58.0,Teacher,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,26.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,17.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,10.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
Male,13.0,Learner,Primary,Rural,Non-IDP School,Eastern Equatoria
